SalesOrderID,OrderDate,DueDate,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID
49687,2013-02-12 00:00:00,2013-02-24 00:00:00,SO49687,,10-4030-016205,16205
49688,2013-02-12 00:00:00,2013-02-24 00:00:00,SO49688,,10-4030-012653,12653
49689,2013-02-12 00:00:00,2013-02-24 00:00:00,SO49689,,10-4030-014377,14377
49690,2013-02-12 00:00:00,2013-02-24 00:00:00,SO49690,,10-4030-024008,24008
49691,2013-02-12 00:00:00,2013-02-24 00:00:00,SO49691,,10-4030-023662,23662
49692,2013-02-13 00:00:00,2013-02-25 00:00:00,SO49692,,10-4030-017960,17960
49693,2013-02-13 00:00:00,2013-02-25 00:00:00,SO49693,,10-4030-017741,17741
49694,2013-02-13 00:00:00,2013-02-25 00:00:00,SO49694,,10-4030-017968,17968
49695,2013-02-13 00:00:00,2013-02-25 00:00:00,SO49695,,10-4030-012499,12499
49696,2013-02-13 00:00:00,2013-02-25 00:00:00,SO49696,,10-4030-014323,14323
49697,2013-02-13 00:00:00,2013-02-25 00:00:00,SO49697,,10-4030-014238,14238
49698,2013-02-13 00:00:00,2013-02-25 00:00:00,SO49698,,10-4030-021336,21336
49699,2013-02-13 00:00:00,2013-02-25 00:00:00,SO49699,,10-4030-025037,25037
49700,2013-02-13 00:00:00,2013-02-25 00:00:00,SO49700,,10-4030-023664,23664
49701,2013-02-14 00:00:00,2013-02-26 00:00:00,SO49701,,10-4030-017933,17933
49702,2013-02-14 00:00:00,2013-02-26 00:00:00,SO49702,,10-4030-015687,15687
49703,2013-02-14 00:00:00,2013-02-26 00:00:00,SO49703,,10-4030-015924,15924
49704,2013-02-14 00:00:00,2013-02-26 00:00:00,SO49704,,10-4030-017962,17962
49705,2013-02-14 00:00:00,2013-02-26 00:00:00,SO49705,,10-4030-015925,15925
49706,2013-02-14 00:00:00,2013-02-26 00:00:00,SO49706,,10-4030-017770,17770
49707,2013-02-14 00:00:00,2013-02-26 00:00:00,SO49707,,10-4030-013889,13889
49708,2013-02-14 00:00:00,2013-02-26 00:00:00,SO49708,,10-4030-012487,12487
49709,2013-02-14 00:00:00,2013-02-26 00:00:00,SO49709,,10-4030-014300,14300
49710,2013-02-14 00:00:00,2013-02-26 00:00:00,SO49710,,10-4030-014308,14308
49711,2013-02-14 00:00:00,2013-02-26 00:00:00,SO49711,,10-4030-014676,14676
49712,2013-02-14 00:00:00,2013-02-26 00:00:00,SO49712,,10-4030-027095,27095
49713,2013-02-14 00:00:00,2013-02-26 00:00:00,SO49713,,10-4030-021400,21400
49714,2013-02-14 00:00:00,2013-02-26 00:00:00,SO49714,,10-4030-023663,23663
49715,2013-02-14 00:00:00,2013-02-26 00:00:00,SO49715,,10-4030-026761,26761
49716,2013-02-15 00:00:00,2013-02-27 00:00:00,SO49716,,10-4030-017722,17722
49717,2013-02-15 00:00:00,2013-02-27 00:00:00,SO49717,,10-4030-016204,16204
49718,2013-02-15 00:00:00,2013-02-27 00:00:00,SO49718,,10-4030-019196,19196
49719,2013-02-15 00:00:00,2013-02-27 00:00:00,SO49719,,10-4030-020854,20854
49720,2013-02-15 00:00:00,2013-02-27 00:00:00,SO49720,,10-4030-012640,12640
49721,2013-02-15 00:00:00,2013-02-27 00:00:00,SO49721,,10-4030-012645,12645
49722,2013-02-15 00:00:00,2013-02-27 00:00:00,SO49722,,10-4030-014264,14264
49723,2013-02-15 00:00:00,2013-02-27 00:00:00,SO49723,,10-4030-014366,14366
49724,2013-02-15 00:00:00,2013-02-27 00:00:00,SO49724,,10-4030-027106,27106
49725,2013-02-15 00:00:00,2013-02-27 00:00:00,SO49725,,10-4030-024007,24007
49726,2013-02-15 00:00:00,2013-02-27 00:00:00,SO49726,,10-4030-025057,25057
49727,2013-02-15 00:00:00,2013-02-27 00:00:00,SO49727,,10-4030-026774,26774
49728,2013-02-16 00:00:00,2013-02-28 00:00:00,SO49728,,10-4030-017635,17635
49729,2013-02-16 00:00:00,2013-02-28 00:00:00,SO49729,,10-4030-019046,19046
49730,2013-02-16 00:00:00,2013-02-28 00:00:00,SO49730,,10-4030-021036,21036
49731,2013-02-16 00:00:00,2013-02-28 00:00:00,SO49731,,10-4030-029450,29450
49732,2013-02-16 00:00:00,2013-02-28 00:00:00,SO49732,,10-4030-014523,14523
49733,2013-02-16 00:00:00,2013-02-28 00:00:00,SO49733,,10-4030-014259,14259
49734,2013-02-16 00:00:00,2013-02-28 00:00:00,SO49734,,10-4030-027086,27086
49735,2013-02-16 00:00:00,2013-02-28 00:00:00,SO49735,,10-4030-015569,15569
49736,2013-02-16 00:00:00,2013-02-28 00:00:00,SO49736,,10-4030-015555,15555
49737,2013-02-16 00:00:00,2013-02-28 00:00:00,SO49737,,10-4030-025106,25106
49738,2013-02-16 00:00:00,2013-02-28 00:00:00,SO49738,,10-4030-026751,26751
49739,2013-02-17 00:00:00,2013-03-01 00:00:00,SO49739,,10-4030-013895,13895
49740,2013-02-17 00:00:00,2013-03-01 00:00:00,SO49740,,10-4030-014310,14310
49741,2013-02-17 00:00:00,2013-03-01 00:00:00,SO49741,,10-4030-014378,14378
49742,2013-02-17 00:00:00,2013-03-01 00:00:00,SO49742,,10-4030-027285,27285
49743,2013-02-17 00:00:00,2013-03-01 00:00:00,SO49743,,10-4030-023993,23993
49744,2013-02-18 00:00:00,2013-03-02 00:00:00,SO49744,,10-4030-019188,19188
49745,2013-02-18 00:00:00,2013-03-02 00:00:00,SO49745,,10-4030-019448,19448
49746,2013-02-18 00:00:00,2013-03-02 00:00:00,SO49746,,10-4030-029482,29482
49747,2013-02-18 00:00:00,2013-03-02 00:00:00,SO49747,,10-4030-012495,12495
49748,2013-02-18 00:00:00,2013-03-02 00:00:00,SO49748,,10-4030-014380,14380
49749,2013-02-18 00:00:00,2013-03-02 00:00:00,SO49749,,10-4030-026754,26754
49750,2013-02-18 00:00:00,2013-03-02 00:00:00,SO49750,,10-4030-026757,26757
49751,2013-02-19 00:00:00,2013-03-03 00:00:00,SO49751,,10-4030-017966,17966
49752,2013-02-19 00:00:00,2013-03-03 00:00:00,SO49752,,10-4030-011242,11242
49753,2013-02-19 00:00:00,2013-03-03 00:00:00,SO49753,,10-4030-014275,14275
49754,2013-02-19 00:00:00,2013-03-03 00:00:00,SO49754,,10-4030-014303,14303
49755,2013-02-19 00:00:00,2013-03-03 00:00:00,SO49755,,10-4030-014305,14305
49756,2013-02-19 00:00:00,2013-03-03 00:00:00,SO49756,,10-4030-023658,23658
49757,2013-02-20 00:00:00,2013-03-04 00:00:00,SO49757,,10-4030-017965,17965
49758,2013-02-20 00:00:00,2013-03-04 00:00:00,SO49758,,10-4030-019381,19381
49759,2013-02-20 00:00:00,2013-03-04 00:00:00,SO49759,,10-4030-014379,14379
49760,2013-02-20 00:00:00,2013-03-04 00:00:00,SO49760,,10-4030-021423,21423
49761,2013-02-20 00:00:00,2013-03-04 00:00:00,SO49761,,10-4030-027270,27270
49762,2013-02-21 00:00:00,2013-03-05 00:00:00,SO49762,,10-4030-017948,17948
49763,2013-02-21 00:00:00,2013-03-05 00:00:00,SO49763,,10-4030-014277,14277
49764,2013-02-21 00:00:00,2013-03-05 00:00:00,SO49764,,10-4030-014236,14236
49765,2013-02-21 00:00:00,2013-03-05 00:00:00,SO49765,,10-4030-027094,27094
49766,2013-02-22 00:00:00,2013-03-06 00:00:00,SO49766,,10-4030-019419,19419
49767,2013-02-22 00:00:00,2013-03-06 00:00:00,SO49767,,10-4030-014347,14347
49768,2013-02-22 00:00:00,2013-03-06 00:00:00,SO49768,,10-4030-027103,27103
49769,2013-02-22 00:00:00,2013-03-06 00:00:00,SO49769,,10-4030-027091,27091
49770,2013-02-22 00:00:00,2013-03-06 00:00:00,SO49770,,10-4030-027298,27298
49771,2013-02-22 00:00:00,2013-03-06 00:00:00,SO49771,,10-4030-015570,15570
49772,2013-02-22 00:00:00,2013-03-06 00:00:00,SO49772,,10-4030-023661,23661
49773,2013-02-22 00:00:00,2013-03-06 00:00:00,SO49773,,10-4030-026750,26750
49774,2013-02-23 00:00:00,2013-03-07 00:00:00,SO49774,,10-4030-012648,12648
49775,2013-02-23 00:00:00,2013-03-07 00:00:00,SO49775,,10-4030-014235,14235
49776,2013-02-23 00:00:00,2013-03-07 00:00:00,SO49776,,10-4030-027297,27297
49777,2013-02-23 00:00:00,2013-03-07 00:00:00,SO49777,,10-4030-027404,27404
49778,2013-02-24 00:00:00,2013-03-08 00:00:00,SO49778,,10-4030-017198,17198
49779,2013-02-24 00:00:00,2013-03-08 00:00:00,SO49779,,10-4030-017209,17209
49780,2013-02-24 00:00:00,2013-03-08 00:00:00,SO49780,,10-4030-017958,17958
49781,2013-02-24 00:00:00,2013-03-08 00:00:00,SO49781,,10-4030-012484,12484
49782,2013-02-24 00:00:00,2013-03-08 00:00:00,SO49782,,10-4030-021018,21018
49783,2013-02-24 00:00:00,2013-03-08 00:00:00,SO49783,,10-4030-020861,20861
49784,2013-02-24 00:00:00,2013-03-08 00:00:00,SO49784,,10-4030-014325,14325
49785,2013-02-24 00:00:00,2013-03-08 00:00:00,SO49785,,10-4030-014667,14667
49786,2013-02-24 00:00:00,2013-03-08 00:00:00,SO49786,,10-4030-027090,27090
49787,2013-02-24 00:00:00,2013-03-08 00:00:00,SO49787,,10-4030-023656,23656
49788,2013-02-24 00:00:00,2013-03-08 00:00:00,SO49788,,10-4030-023992,23992
49789,2013-02-24 00:00:00,2013-03-08 00:00:00,SO49789,,10-4030-024002,24002
49790,2013-02-24 00:00:00,2013-03-08 00:00:00,SO49790,,10-4030-026758,26758
49791,2013-02-25 00:00:00,2013-03-09 00:00:00,SO49791,,10-4030-016261,16261
49792,2013-02-25 00:00:00,2013-03-09 00:00:00,SO49792,,10-4030-021012,21012
49793,2013-02-25 00:00:00,2013-03-09 00:00:00,SO49793,,10-4030-014671,14671
49794,2013-02-25 00:00:00,2013-03-09 00:00:00,SO49794,,10-4030-021349,21349
49795,2013-02-25 00:00:00,2013-03-09 00:00:00,SO49795,,10-4030-027093,27093
49796,2013-02-25 00:00:00,2013-03-09 00:00:00,SO49796,,10-4030-015562,15562
49797,2013-02-25 00:00:00,2013-03-09 00:00:00,SO49797,,10-4030-015568,15568
49798,2013-02-25 00:00:00,2013-03-09 00:00:00,SO49798,,10-4030-024159,24159
49799,2013-02-25 00:00:00,2013-03-09 00:00:00,SO49799,,10-4030-023994,23994
49800,2013-02-25 00:00:00,2013-03-09 00:00:00,SO49800,,10-4030-024004,24004
49801,2013-02-26 00:00:00,2013-03-10 00:00:00,SO49801,,10-4030-015920,15920
49802,2013-02-26 00:00:00,2013-03-10 00:00:00,SO49802,,10-4030-017629,17629
49803,2013-02-26 00:00:00,2013-03-10 00:00:00,SO49803,,10-4030-015931,15931
49804,2013-02-26 00:00:00,2013-03-10 00:00:00,SO49804,,10-4030-026200,26200
49805,2013-02-26 00:00:00,2013-03-10 00:00:00,SO49805,,10-4030-014286,14286
49806,2013-02-26 00:00:00,2013-03-10 00:00:00,SO49806,,10-4030-014304,14304
49807,2013-02-26 00:00:00,2013-03-10 00:00:00,SO49807,,10-4030-014346,14346
49808,2013-02-26 00:00:00,2013-03-10 00:00:00,SO49808,,10-4030-014672,14672
49809,2013-02-26 00:00:00,2013-03-10 00:00:00,SO49809,,10-4030-024160,24160
49810,2013-02-26 00:00:00,2013-03-10 00:00:00,SO49810,,10-4030-025052,25052
49811,2013-02-27 00:00:00,2013-03-11 00:00:00,SO49811,,10-4030-017892,17892
49812,2013-02-27 00:00:00,2013-03-11 00:00:00,SO49812,,10-4030-015677,15677
49813,2013-02-27 00:00:00,2013-03-11 00:00:00,SO49813,,10-4030-015700,15700
49814,2013-02-27 00:00:00,2013-03-11 00:00:00,SO49814,,10-4030-011336,11336
49815,2013-02-27 00:00:00,2013-03-11 00:00:00,SO49815,,10-4030-027089,27089
49816,2013-02-27 00:00:00,2013-03-11 00:00:00,SO49816,,10-4030-014374,14374
49817,2013-02-27 00:00:00,2013-03-11 00:00:00,SO49817,,10-4030-027096,27096
49818,2013-02-27 00:00:00,2013-03-11 00:00:00,SO49818,,10-4030-023652,23652
49819,2013-02-27 00:00:00,2013-03-11 00:00:00,SO49819,,10-4030-023659,23659
49820,2013-02-27 00:00:00,2013-03-11 00:00:00,SO49820,,10-4030-023999,23999
49821,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49821,PO551117366,10-4020-000004,29772
49822,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49822,PO522119337,10-4020-000676,29825
49823,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49823,PO19314153883,10-4020-000622,30039
49824,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49824,PO18009173016,10-4020-000510,29565
49825,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49825,PO17197161242,10-4020-000125,30065
49826,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49826,PO16588178669,10-4020-000146,29580
49827,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49827,PO15312199090,10-4020-000299,29692
49828,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49828,PO14732189078,10-4020-000514,29614
49829,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49829,PO14094162053,10-4020-000253,29867
49830,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49830,PO13514120406,10-4020-000337,30114
49831,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49831,PO13688123267,10-4020-000475,29744
49832,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49832,PO13659150841,10-4020-000437,29605
49833,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49833,PO13340158028,10-4020-000355,29909
49834,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49834,PO13485138907,10-4020-000265,29613
49835,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49835,PO12615187380,10-4020-000440,29604
49836,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49836,PO12644185975,10-4020-000530,30075
49837,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49837,PO12412160791,10-4020-000670,29827
49838,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49838,PO10237112641,10-4020-000041,29805
49839,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49839,PO10527179463,10-4020-000480,29761
49840,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49840,PO10730155465,10-4020-000491,29489
49841,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49841,PO10817181706,10-4020-000203,29889
49842,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49842,PO9976195169,10-4020-000242,29999
49843,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49843,PO11484175391,10-4020-000594,29647
49844,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49844,PO899181442,10-4020-000290,29689
49845,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49845,PO1189111527,10-4020-000423,29661
49846,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49846,PO1392138093,10-4020-000019,29545
49847,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49847,PO1421143918,10-4020-000325,30018
49848,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49848,PO1711148241,10-4020-000245,30000
49849,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49849,PO2552190786,10-4020-000506,29497
49850,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49850,PO2929118431,10-4020-000380,29683
49851,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49851,PO2494142030,10-4020-000184,29937
49852,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49852,PO2581189096,10-4020-000698,29636
49853,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49853,PO3016193618,10-4020-000183,29654
49854,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49854,PO3538111012,10-4020-000229,29875
49855,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49855,PO18473166459,10-4020-000442,29734
49856,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49856,PO18444116791,10-4020-000227,29994
49857,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49857,PO18850138648,10-4020-000117,29672
49858,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49858,PO16443170184,10-4020-000398,29599
49859,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49859,PO13949161597,10-4020-000643,29973
49860,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49860,PO13862128354,10-4020-000119,30067
49861,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49861,PO15602115974,10-4020-000007,29771
49862,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49862,PO14355148051,10-4020-000286,29778
49863,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49863,PO17458152537,10-4020-000577,29858
49864,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49864,PO13775121562,10-4020-000618,29844
49865,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49865,PO9831136904,10-4020-000081,29704
49866,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49866,PO13978176491,10-4020-000200,29890
49867,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49867,PO11049131583,10-4020-000679,29824
49868,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49868,PO11861146173,10-4020-000017,29811
49869,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49869,PO9657193666,10-4020-000315,29549
49870,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49870,PO6467181139,10-4020-000660,30109
49871,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49871,PO4930185924,10-4020-000425,29879
49872,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49872,PO9947158460,10-4020-000603,29849
49873,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49873,PO10179180935,10-4020-000027,29958
49874,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49874,PO4959111804,10-4020-000269,29610
49875,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49875,PO1479173864,10-4020-000673,29826
49876,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49876,PO3509138751,10-4020-000139,29795
49877,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49877,PO3828147687,10-4020-000414,29658
49878,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49878,PO3741190259,10-4020-000404,29520
49879,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49879,PO4495112714,10-4020-000496,30048
49880,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49880,PO4350182387,10-4020-000274,29782
49881,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49881,PO5365121745,10-4020-000161,29718
49882,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49882,PO5394119759,10-4020-000094,29920
49883,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49883,PO5075163644,10-4020-000344,29606
49884,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49884,PO5626129805,10-4020-000166,29646
49885,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49885,PO6235127142,10-4020-000431,29533
49886,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49886,PO6554151320,10-4020-000387,30057
49887,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49887,PO6409178396,10-4020-000292,29570
49888,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49888,PO6699147895,10-4020-000234,29594
49889,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49889,PO7105112550,10-4020-000668,29981
49890,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49890,PO7859114282,10-4020-000221,29992
49891,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49891,PO8410166354,10-4020-000538,29587
49892,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49892,PO8613133930,10-4020-000641,30104
49893,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49893,PO8787173621,10-4020-000523,29783
49894,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49894,PO10092140429,10-4020-000252,30096
49895,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49895,,10-4030-017789,17789
49896,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49896,,10-4030-016388,16388
49897,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49897,,10-4030-016392,16392
49898,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49898,,10-4030-017824,17824
49899,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49899,,10-4030-017873,17873
49900,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49900,,10-4030-016286,16286
49901,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49901,,10-4030-019427,19427
49902,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49902,,10-4030-012501,12501
49903,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49903,,10-4030-015851,15851
49904,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49904,,10-4030-015882,15882
49905,2013-02-28 00:00:00,2013-03-12 00:00:00,SO49905,,10-4030-025120,25120
49906,2013-03-01 00:00:00,2013-03-13 00:00:00,SO49906,,10-4030-027193,27193
49907,2013-03-01 00:00:00,2013-03-13 00:00:00,SO49907,,10-4030-021589,21589
49908,2013-03-01 00:00:00,2013-03-13 00:00:00,SO49908,,10-4030-027199,27199
49909,2013-03-01 00:00:00,2013-03-13 00:00:00,SO49909,,10-4030-017981,17981
49910,2013-03-01 00:00:00,2013-03-13 00:00:00,SO49910,,10-4030-013903,13903
49911,2013-03-01 00:00:00,2013-03-13 00:00:00,SO49911,,10-4030-012857,12857
49912,2013-03-01 00:00:00,2013-03-13 00:00:00,SO49912,,10-4030-015185,15185
49913,2013-03-01 00:00:00,2013-03-13 00:00:00,SO49913,,10-4030-015192,15192
49914,2013-03-01 00:00:00,2013-03-13 00:00:00,SO49914,,10-4030-015207,15207
49915,2013-03-01 00:00:00,2013-03-13 00:00:00,SO49915,,10-4030-015143,15143
49916,2013-03-01 00:00:00,2013-03-13 00:00:00,SO49916,,10-4030-015145,15145
49917,2013-03-01 00:00:00,2013-03-13 00:00:00,SO49917,,10-4030-024177,24177
49918,2013-03-01 00:00:00,2013-03-13 00:00:00,SO49918,,10-4030-025108,25108
49919,2013-03-02 00:00:00,2013-03-14 00:00:00,SO49919,,10-4030-017796,17796
49920,2013-03-02 00:00:00,2013-03-14 00:00:00,SO49920,,10-4030-019477,19477
49921,2013-03-02 00:00:00,2013-03-14 00:00:00,SO49921,,10-4030-013911,13911
49922,2013-03-02 00:00:00,2013-03-14 00:00:00,SO49922,,10-4030-015171,15171
49923,2013-03-02 00:00:00,2013-03-14 00:00:00,SO49923,,10-4030-027338,27338
49924,2013-03-03 00:00:00,2013-03-15 00:00:00,SO49924,,10-4030-021595,21595
49925,2013-03-03 00:00:00,2013-03-15 00:00:00,SO49925,,10-4030-016391,16391
49926,2013-03-03 00:00:00,2013-03-15 00:00:00,SO49926,,10-4030-016400,16400
49927,2013-03-03 00:00:00,2013-03-15 00:00:00,SO49927,,10-4030-017775,17775
49928,2013-03-03 00:00:00,2013-03-15 00:00:00,SO49928,,10-4030-019442,19442
49929,2013-03-03 00:00:00,2013-03-15 00:00:00,SO49929,,10-4030-011346,11346
49930,2013-03-03 00:00:00,2013-03-15 00:00:00,SO49930,,10-4030-012854,12854
49931,2013-03-03 00:00:00,2013-03-15 00:00:00,SO49931,,10-4030-015860,15860
49932,2013-03-03 00:00:00,2013-03-15 00:00:00,SO49932,,10-4030-014418,14418
49933,2013-03-03 00:00:00,2013-03-15 00:00:00,SO49933,,10-4030-015169,15169
49934,2013-03-03 00:00:00,2013-03-15 00:00:00,SO49934,,10-4030-024266,24266
49935,2013-03-03 00:00:00,2013-03-15 00:00:00,SO49935,,10-4030-026916,26916
49936,2013-03-04 00:00:00,2013-03-16 00:00:00,SO49936,,10-4030-027201,27201
49937,2013-03-04 00:00:00,2013-03-16 00:00:00,SO49937,,10-4030-027251,27251
49938,2013-03-04 00:00:00,2013-03-16 00:00:00,SO49938,,10-4030-019274,19274
49939,2013-03-04 00:00:00,2013-03-16 00:00:00,SO49939,,10-4030-011379,11379
49940,2013-03-04 00:00:00,2013-03-16 00:00:00,SO49940,,10-4030-012859,12859
49941,2013-03-04 00:00:00,2013-03-16 00:00:00,SO49941,,10-4030-015022,15022
49942,2013-03-04 00:00:00,2013-03-16 00:00:00,SO49942,,10-4030-014400,14400
49943,2013-03-04 00:00:00,2013-03-16 00:00:00,SO49943,,10-4030-014417,14417
49944,2013-03-04 00:00:00,2013-03-16 00:00:00,SO49944,,10-4030-015210,15210
49945,2013-03-04 00:00:00,2013-03-16 00:00:00,SO49945,,10-4030-025119,25119
49946,2013-03-05 00:00:00,2013-03-17 00:00:00,SO49946,,10-4030-018021,18021
49947,2013-03-05 00:00:00,2013-03-17 00:00:00,SO49947,,10-4030-019471,19471
49948,2013-03-05 00:00:00,2013-03-17 00:00:00,SO49948,,10-4030-015015,15015
49949,2013-03-05 00:00:00,2013-03-17 00:00:00,SO49949,,10-4030-014411,14411
49950,2013-03-05 00:00:00,2013-03-17 00:00:00,SO49950,,10-4030-024163,24163
49951,2013-03-06 00:00:00,2013-03-18 00:00:00,SO49951,,10-4030-027231,27231
49952,2013-03-06 00:00:00,2013-03-18 00:00:00,SO49952,,10-4030-015840,15840
49953,2013-03-06 00:00:00,2013-03-18 00:00:00,SO49953,,10-4030-015213,15213
49954,2013-03-06 00:00:00,2013-03-18 00:00:00,SO49954,,10-4030-015144,15144
49955,2013-03-06 00:00:00,2013-03-18 00:00:00,SO49955,,10-4030-015152,15152
49956,2013-03-06 00:00:00,2013-03-18 00:00:00,SO49956,,10-4030-025112,25112
49957,2013-03-06 00:00:00,2013-03-18 00:00:00,SO49957,,10-4030-025114,25114
49958,2013-03-06 00:00:00,2013-03-18 00:00:00,SO49958,,10-4030-024167,24167
49959,2013-03-06 00:00:00,2013-03-18 00:00:00,SO49959,,10-4030-024241,24241
49960,2013-03-06 00:00:00,2013-03-18 00:00:00,SO49960,,10-4030-024249,24249
49961,2013-03-06 00:00:00,2013-03-18 00:00:00,SO49961,,10-4030-026921,26921
49962,2013-03-07 00:00:00,2013-03-19 00:00:00,SO49962,,10-4030-027226,27226
49963,2013-03-07 00:00:00,2013-03-19 00:00:00,SO49963,,10-4030-017847,17847
49964,2013-03-07 00:00:00,2013-03-19 00:00:00,SO49964,,10-4030-016394,16394
49965,2013-03-07 00:00:00,2013-03-19 00:00:00,SO49965,,10-4030-021071,21071
49966,2013-03-07 00:00:00,2013-03-19 00:00:00,SO49966,,10-4030-012856,12856
49967,2013-03-07 00:00:00,2013-03-19 00:00:00,SO49967,,10-4030-012521,12521
49968,2013-03-07 00:00:00,2013-03-19 00:00:00,SO49968,,10-4030-015029,15029
49969,2013-03-07 00:00:00,2013-03-19 00:00:00,SO49969,,10-4030-015768,15768
49970,2013-03-07 00:00:00,2013-03-19 00:00:00,SO49970,,10-4030-015769,15769
49971,2013-03-07 00:00:00,2013-03-19 00:00:00,SO49971,,10-4030-015208,15208
49972,2013-03-07 00:00:00,2013-03-19 00:00:00,SO49972,,10-4030-015211,15211
49973,2013-03-07 00:00:00,2013-03-19 00:00:00,SO49973,,10-4030-024173,24173
49974,2013-03-07 00:00:00,2013-03-19 00:00:00,SO49974,,10-4030-024248,24248
49975,2013-03-08 00:00:00,2013-03-20 00:00:00,SO49975,,10-4030-016291,16291
49976,2013-03-08 00:00:00,2013-03-20 00:00:00,SO49976,,10-4030-013906,13906
49977,2013-03-08 00:00:00,2013-03-20 00:00:00,SO49977,,10-4030-013910,13910
49978,2013-03-08 00:00:00,2013-03-20 00:00:00,SO49978,,10-4030-012546,12546
49979,2013-03-08 00:00:00,2013-03-20 00:00:00,SO49979,,10-4030-012855,12855
